"include","module","domain","process","subprocess","model_coupled","parameter","default","lower","upper","initial","log","unit","path","note"
FALSE,"phytoplankton","water","growth","equation_options_n_limitation","SIMSTRAT-AED2","simDONUptake",0,0,0,0,FALSE,"(integer)","phyto_data/pd%simDONUptake","1: ; 2:"
FALSE,"phytoplankton","water","growth","equation_options_n_limitation","GLM-AED2","simINDynamics",2,1.6,2.4,2,FALSE,"(integer)","phyto_data/pd%simINDynamics","1: ; 2:"
FALSE,"phytoplankton","water","growth","equation_options_n_limitation","SIMSTRAT-AED2","simINDynamics",2,1.6,2.4,2,FALSE,"(integer)","phyto_data/pd%simINDynamics","1: ; 2:"
FALSE,"phytoplankton","water","growth","equation_options_p_limitation","GLM-AED2","simIPDynamics",2,1.6,2.4,2,FALSE,"(integer)","phyto_data/pd%simIPDynamics","IP_model"
FALSE,"phytoplankton","water","growth","equation_options_p_limitation","SIMSTRAT-AED2","simIPDynamics",2,1.6,2.4,2,FALSE,"(integer)","phyto_data/pd%simIPDynamics","IP_model"
FALSE,"phytoplankton","water","growth","equation_options_n_limitation","GLM-AED2","simNFixation",0,0,0,0,FALSE,"(integer)","phyto_data/pd%simNFixation","1: ; 2:"
FALSE,"phytoplankton","water","growth","equation_options_n_limitation","SIMSTRAT-AED2","simNFixation",0,0,0,0,FALSE,"(integer)","phyto_data/pd%simNFixation","1: ; 2:"
FALSE,"silicon","sediment","decomposition","mineralisation_pom","GOTM-WET","kSiMinPaS",0.03,0.024,0.036,0.03,FALSE,"1/d","abiotic_sediment/parameters/kSiMinPaS","SiPOM to SiO2 biodissolution constant at 20*C"
FALSE,"silicon","water","decomposition","mineralisation_pom","GOTM-WET","kSiMinPaW",0.03,0.024,0.036,0.03,FALSE,"1/d","abiotic_water/parameters/kSiMinPaW","biodissolution constant of particulate Si to SiO2 at 20*C"
FALSE,"phytoplankton","water","growth","equation_options_si_limitation","GLM-AED2","simSiUptake",0,0,0,0,FALSE,"(integer)","phyto_data/pd%simSiUptake","1: ; 2:"
FALSE,"phytoplankton","water","growth","equation_options_si_limitation","SIMSTRAT-AED2","simSiUptake",0,0,0,0,FALSE,"(integer)","phyto_data/pd%simSiUptake","1: ; 2:"
FALSE,"phytoplankton","water","growth","temperature_limitation","GLM-AED2","T_max",37,29.6,44.4,37,FALSE,"degC","phyto_data/pd%T_max","maximum_temperature"
FALSE,"phytoplankton","water","growth","temperature_limitation","SIMSTRAT-AED2","T_max",37,29.6,44.4,37,FALSE,"degC","phyto_data/pd%T_max","maximum_temperature"
FALSE,"phytoplankton","water","stoichiometry","phosphorus_ratio","GOTM-WET","cPDMax",0.025,0.02,0.03,0.025,FALSE,"mgP/mgDW","{group_name}/parameters/cPDMax","maximum P/DW ratio"
FALSE,"phytoplankton","water","stoichiometry","phosphorus_ratio","GOTM-WET","cPDMin",0.003,0.0024,0.0036,0.003,FALSE,"mgP/mgDW","{group_name}/parameters/cPDMin","minimum P/DW ratio"
FALSE,"phytoplankton","water","vertical_movement","vertical_velocity","GOTM-Selmaprotbas","par_limit2",6.6,5.28,7.92,6.6,FALSE,"W m-2","{group_name}/parameters/par_limit2","below this light intensity;  buoyancy-regulating plankton change vertical velocity to vert_vel3"
FALSE,"silicon","sediment","water_sediment_exchange","diffusion","GOTM-WET","kSiO2Dif",8.64e-05,6.912e-05,0.00010368,8.64e-05,FALSE,"m2/d","sediment_exchange/parameters/kSiO2Dif","SiO2 diffusion constant at 20*C"
FALSE,"carbon/nitrogen/phosphorous","sediment","sediment_water_exchange","resuspension","GOTM-WET","kVegResus",0.05,0.04,0.06,0.05,FALSE,"m2/gDW","sediment_exchange/parameters/kVegResus","relative resuspension reduction per gram macrophytes"
FALSE,"phytoplankton","water","respiration","respiration_rate","GOTM-WET","kDResp",0.03,0.024,0.036,0.03,FALSE,"1/d","{group_name}/parameters/kDResp","maintenance respiration constant at 20*C"
FALSE,"phytoplankton","water","vertical_movement","vertical_velocity","GOTM-Selmaprotbas","par_limit3",2.2,1.76,2.64,2.2,FALSE,"W m-2","{group_name}/parameters/par_limit3","below this light intensity;  buoyancy-regulating plankton change vertical velocity to vert_vel4"
FALSE,"phytoplankton","water","growth","growth_rate","GOTM-Selmaprotbas","r0",1.3,1.04,1.56,1.3,FALSE,"d-1","{group_name}/parameters/r0","maximum growth rate at 20 degrees C"
FALSE,"phytoplankton","water","growth","temperature_limitation","GLM-AED2","T_opt",28,22.4,33.6,28,FALSE,"degC","phyto_data/pd%T_opt","optimum_temperature"
FALSE,"phytoplankton","water","growth","temperature_limitation","SIMSTRAT-AED2","T_opt",28,22.4,33.6,28,FALSE,"degC","phyto_data/pd%T_opt","optimum_temperature"
FALSE,"phytoplankton","water","growth","temperature_limitation","GLM-AED2","T_std",20,16,24,20,FALSE,"degC","phyto_data/pd%T_std","standard_temperature"
FALSE,"phytoplankton","water","growth","temperature_limitation","SIMSTRAT-AED2","T_std",20,16,24,20,FALSE,"degC","phyto_data/pd%T_std","standard_temperature"
FALSE,"phytoplankton","sediment","water_sediment_exchange","resuspension","GOTM-WET","cResusExp",-0.379,-0.3032,-0.4548,-0.379,FALSE,"gDW/m2/d)","{group_name}/parameters/cResusExp","exponent parameter for phytoplankton resuspension (1"
FALSE,"phytoplankton","sediment","water_sediment_exchange","resuspension","GOTM-WET","kResusMax",0.25,0.2,0.3,0.25,FALSE,"1/d","{group_name}/parameters/kResusMax","maximum phytoplankton resuspension rate"
FALSE,"phytoplankton","water","stoichiometry","nitrogen_ratio","GOTM-Selmaprotbas","rfn",0.150943,0.1207544,0.1811316,0.150943,FALSE,"-","{group_name}/parameters/rfn","nitrogen : carbon ratio (mol N/mol C)"
FALSE,"phytoplankton","water","growth","temperature_limitation","GLM-AED2","theta_growth",1.08,0.864,1.296,1.08,FALSE,"?","phyto_data/pd%theta_growth","Arrhenius temperature multiplier for phytoplankton growth"
FALSE,"phytoplankton","water","growth","temperature_limitation","SIMSTRAT-AED2","theta_growth",1.08,0.864,1.296,1.08,FALSE,"?","phyto_data/pd%theta_growth","Arrhenius temperature multiplier for phytoplankton growth"
FALSE,"macrophytes","sediment","technical","","GOTM-WET","nCompts",0,0,0,0,FALSE,"(integer)","{group_name}/parameters/nCompts","number of macrophyte competitors"
FALSE,"phytoplankton","water","respiration","respiration_rate","GLM-AED2","theta_resp",1.05,0.84,1.26,1.05,FALSE,"?","phyto_data/pd%theta_resp","Arrhenius temperature multiplier for phytoplankton respiration"
FALSE,"phytoplankton","water","respiration","respiration_rate","SIMSTRAT-AED2","theta_resp",1.05,0.84,1.26,1.05,FALSE,"?","phyto_data/pd%theta_resp","Arrhenius temperature multiplier for phytoplankton respiration"
FALSE,"phytoplankton","water","vertical_movement","vertical_velocity","GLM-AED2","w_p",-0.05,-0.04,-0.06,-0.05,FALSE,"m d-1","phyto_data/pd%w_p","Sedimentation rate (negative is downwards)"
FALSE,"phytoplankton","water","vertical_movement","vertical_velocity","SIMSTRAT-AED2","w_p",-0.05,-0.04,-0.06,-0.05,FALSE,"m d-1","phyto_data/pd%w_p","Sedimentation rate (negative is downwards)"
FALSE,"phytoplankton","water","vertical_movement","sedimentation_velocity","GOTM-WET","cVSed",0.2,0.16,0.24,0.2,FALSE,"m/d","{group_name}/parameters/cVSed","sedimentation velocity"
FALSE,"phytoplankton","water","vertical_movement","settling","GOTM-WET","cVSet",0.05,0.04,0.06,0.05,FALSE,"qTrans = 1; settling rat","{group_name}/parameters/cVSet",""
FALSE,"phytoplankton","water","stoichiometry","phosphorus_ratio","GOTM-Selmaprotbas","rfr",0.009434,0.0075472,0.0113208,0.009434,FALSE,"-","{group_name}/parameters/rfr","phosphorus : carbon ratio (mol P/mol C)"
FALSE,"phytoplankton","water","growth","si_limitation","GOTM-WET","hSiAss",0.09,0.072,0.108,0.09,FALSE,"mgSi/l","{group_name}/parameters/hSiAss","half-saturation constant for Si; only for lSi=.true."
FALSE,"nitrogen","sediment","denitrification","denitrification","GOTM-WET","NO3PerCS",1,0.8,1.2,1,FALSE,"mol/mol","abiotic_sediment/parameters/NO3PerCS","NO3 denitrified per C mineralized"
FALSE,"phytoplankton","water","stoichiometry","silica_ratio","GOTM-Selmaprotbas","rfs",0,0,0,0,FALSE,"-","{group_name}/parameters/rfs","silica : carbon ratio (mol Si/mol C)"
FALSE,"phytoplankton","water","growth","n_limitation","GLM-AED2","X_ncon",0.035,0.028,0.042,0.035,FALSE,"mmol N mmol C-1","phyto_data/pd%X_ncon","concentration, used if simINDynamics = 0 or 1"
FALSE,"phytoplankton","water","growth","n_limitation","SIMSTRAT-AED2","X_ncon",0.035,0.028,0.042,0.035,FALSE,"mmol N mmol C-1","phyto_data/pd%X_ncon","concentration, used if simINDynamics = 0 or 1"
FALSE,"nitrogen","water","denitrification","denitrification","GOTM-WET","NO3PerCW",1,0.8,1.2,1,FALSE,"mol/mol","DOM/parameters/NO3PerCW","denitrified NO3 per C mineralised"
FALSE,"nitrogen","water","denitrification","denitrification","GOTM-WET","NO3PerCW",1,0.8,1.2,1,FALSE,"mol/mol","POM/parameters/NO3PerCW","denitrified NO3 per C mineralised"
FALSE,"nitrogen","water","denitrification","denitrification","GOTM-WET","NO3PerCW",1,0.8,1.2,1,FALSE,"mol/mol","humus/parameters/NO3PerCW","denitrified NO3 per C mineralised"
FALSE,"zoobenthos","sediment","grazing","food_items","GOTM-WET","nPrey",1,0.8,1.2,1,FALSE,"-","{group_name}/parameters/nPrey","number of prey types"
FALSE,"phytoplankton","water","growth","n_limitation","GLM-AED2","X_nmax",0.21,0.168,0.252,0.21,FALSE,"mmol N mmol C-1 ","phyto_data/pd%X_nmax","maximum internal nitrogen concentration, used if simINDynamics = 2"
FALSE,"phytoplankton","water","growth","n_limitation","SIMSTRAT-AED2","X_nmax",0.21,0.168,0.252,0.21,FALSE,"mmol N mmol C-1 ","phyto_data/pd%X_nmax","maximum internal nitrogen concentration, used if simINDynamics = 2"
FALSE,"nitrogen","sediment","nitrification","nitrification","GOTM-WET","O2PerNH4S",2,1.6,2.4,2,FALSE,"mol/mol","abiotic_sediment/parameters/O2PerNH4S","O2 used per NH4 nitrified"
FALSE,"nitrogen","water","nitrification","nitrification","GOTM-WET","O2PerNH4W",2,1.6,2.4,2,FALSE,"mol/mol","abiotic_water/parameters/O2PerNH4W","used O2 per NH4 nitrified"
FALSE,"phytoplankton","water","growth","n_limitation","GLM-AED2","X_nmin",0.06,0.048,0.072,0.06,FALSE,"mmol N mmol C-0","phyto_data/pd%X_nmin","minimum internal nitrogen concentration, used if simINDynamics = 2"
FALSE,"phytoplankton","water","growth","n_limitation","SIMSTRAT-AED2","X_nmin",0.06,0.048,0.072,0.06,FALSE,"mmol N mmol C-0","phyto_data/pd%X_nmin","minimum internal nitrogen concentration, used if simINDynamics = 2"
FALSE,"zoobenthos","sediment","grazing","preference","GOTM-WET","POMpref",1,0.8,1.2,1,FALSE,"-","{group_name}/parameters/POMpref","lEatPOM = .true.; selection factor for POM consumption"
FALSE,"carbon","water","water_sediment_exchange","sedimentation","GOTM-Selmaprotbas","sedrate",2.25,1.8,2.7,2.25,FALSE,"m d-1","selmaprotbas/parameters/sedrate","detritus sedimentation rate"
FALSE,"phytoplankton","water","stoichiometry","silica_ratio","GOTM-WET","cSiD",0.15,0.12,0.18,0.15,FALSE,"mgSi/mgDW","{group_name}/parameters/cSiD","lSi=.true.; Si/DW ratio"
FALSE,"carbon","water","vertical_movement","settling","GOTM-WET","cVSetIM",-1.1,-0.88,-1.32,-1.1,FALSE,"m/d","abiotic_water/parameters/cVSetIM","maximum settling rate of inorganic matter"
FALSE,"phytoplankton","water","water_sediment_exchange","settling","GOTM-Selmaprotbas","sedrate",0,0,0,0,FALSE,"m d-1","{group_name}/parameters/sedrate","sedimentation rate"
FALSE,"phytoplankton","water","growth","temperature_limitation","GOTM-WET","cSigTm",11.6,9.28,13.92,11.6,FALSE,"*C","{group_name}/parameters/cSigTm","growth rate temperature constant; sigma in Gaussian curve"
FALSE,"phytoplankton","water","growth","temperature_limitation","GOTM-WET","cTmOpt",25,20,30,25,FALSE,"*C","{group_name}/parameters/cTmOpt","optimum temperature of growth rate"
FALSE,"macrophytes","sediment","initial_conditions","initial_macrophytes","GOTM-WET","sD",1,0.8,1.2,1,FALSE,"gDW/m2","{group_name}/initialization/sD","DW"
FALSE,"phytoplankton","water","water_sediment_exchange","resuspension","GOTM-Selmaprotbas","tau_crit",0.07,0.056,0.084,0.07,FALSE,"N m-2","{group_name}/parameters/tau_crit","critical shear stress"
FALSE,"phytoplankton","water","growth","p_limitation","GLM-AED2","X_pcon",0.002,0.0016,0.0024,0.002,FALSE,"mmol Pmmol C-1","phyto_data/pd%X_pcon","constant internal phosphorus concentration, used if simIPDynamics = 0 or 1"
FALSE,"phytoplankton","water","growth","p_limitation","SIMSTRAT-AED2","X_pcon",0.002,0.0016,0.0024,0.002,FALSE,"mmol Pmmol C-1","phyto_data/pd%X_pcon","constant internal phosphorus concentration, used if simIPDynamics = 0 or 1"
FALSE,"phytoplankton","water","growth","p_limitation","GLM-AED2","X_pmax",0.0089,0.00712,0.01068,0.0089,FALSE,"mmol Pmmol C-1","phyto_data/pd%X_pmax","maximum internal phosphorus concentration, used if simIPDynamics = 2"
FALSE,"phytoplankton","water","growth","p_limitation","SIMSTRAT-AED2","X_pmax",0.0089,0.00712,0.01068,0.0089,FALSE,"mmol Pmmol C-1","phyto_data/pd%X_pmax","maximum internal phosphorus concentration, used if simIPDynamics = 2"
FALSE,"phytoplankton","water","growth","p_limitation","GLM-AED2","X_pmin",0.00077,0.000616,0.000924,0.00077,FALSE,"mmol Pmmol C-1","phyto_data/pd%X_pmin","minimum internal phosphorus concentration, used if simIPDynamics = 2"
FALSE,"phytoplankton","water","growth","p_limitation","SIMSTRAT-AED2","X_pmin",0.00077,0.000616,0.000924,0.00077,FALSE,"mmol Pmmol C-1","phyto_data/pd%X_pmin","minimum internal phosphorus concentration, used if simIPDynamics = 2"
FALSE,"phytoplankton","water","growth","si_limitation","GLM-AED2","X_sicon",0,0,0,0,FALSE,"mmol Si mmol C-1","phyto_data/pd%X_sicon","constant_concentration"
FALSE,"phytoplankton","water","growth","si_limitation","SIMSTRAT-AED2","X_sicon",0,0,0,0,FALSE,"mmol Si mmol C-1","phyto_data/pd%X_sicon","constant_concentration"
FALSE,"zoobenthos","sediment","initial_conditions","initial_zoobenthos","GOTM-WET","sD",0.3,0.24,0.36,0.3,FALSE,"gDW/m2","{group_name}/initialization/sD","DW"
FALSE,"phytoplankton","water","growth","temperature_minimum","GOTM-Selmaprotbas","temp_min",8,6.4,9.6,8,FALSE,"degC","{group_name}/parameters/temp_min","temperature below optimum where growth is 10% of maximum (degrees C), default = 0.0"
FALSE,"phytoplankton","water","growth","temperature_optimum","GOTM-Selmaprotbas","temp_opt",20,16,24,20,FALSE,"degC","{group_name}/parameters/temp_opt","optimum temperature of growth rate (degrees C), default = 20.0"
FALSE,"phytoplankton","water","stoichiometry","uptake_n","GOTM-WET","cAffNUpt",0.2,0.16,0.24,0.2,FALSE,"l/mgDW/d","{group_name}/parameters/cAffNUpt","N uptake affinity"
FALSE,"phytoplankton","water","stoichiometry","uptake_n","GOTM-WET","cVNUptMax",0.08,0.064,0.096,0.08,FALSE,"mgN/mgDW/d","{group_name}/parameters/cVNUptMax","N uptake capacity at 20*C"
FALSE,"phytoplankton","water","stoichiometry","uptake_p","GOTM-WET","cAffPUpt",0.8,0.64,0.96,0.8,FALSE,"l/mgDW/d","{group_name}/parameters/cAffPUpt","P uptake affinity"
FALSE,"phytoplankton","water","stoichiometry","uptake_p","GOTM-WET","cVPUptMax",0.04,0.032,0.048,0.04,FALSE,"mgP/mgDW/d","{group_name}/parameters/cVPUptMax","P uptake capacity at 20*C"
FALSE,"phytoplankton","water","vertical_movement","vertical_velocity","GOTM-WET","cVSwim",10,8,12,10,FALSE,"m/d","{group_name}/parameters/cVSwim","qTrans > 1; vertical swimming speed"
FALSE,"phytoplankton","water","stoichiometry","chlorophyll_ratio","GLM-AED2","Xcc",50,40,60,50,FALSE,"mg C mg Chla-1","phyto_data/pd%Xcc","carbon : chlorophyll a ratio"
FALSE,"phytoplankton","water","stoichiometry","chlorophyll_ratio","SIMSTRAT-AED2","Xcc",50,40,60,50,FALSE,"mg C mg Chla-1","phyto_data/pd%Xcc","carbon : chlorophyll a ratio"
FALSE,"phytoplankton","water","growth","equation_options_growth_rate","GOTM-Selmaprotbas","tlim",5,4,6,5,FALSE,"(integer)","{group_name}/parameters/tlim","temperature limitation of growth (0: none (i.e. beta only), 1: flagellate-style, 2: cyanobacteria-style)"
FALSE,"macrophytes","sediment","initial_conditions","initial_macrophytes","GOTM-WET","sD_PV",1,0.8,1.2,1,FALSE,"gDW/m2","{group_name}/initialization/sD_PV","DW pel. var"
FALSE,"zoobenthos","sediment","initial_conditions","initial_zoobenthos","GOTM-WET","sD_PV",0.3,0.24,0.36,0.3,FALSE,"gDW/m2","{group_name}/initialization/sD_PV","DW pel. var"
FALSE,"carbon","water","vertical_movement","settling","GOTM-WET","cVSet",0.3,0.24,0.36,0.3,FALSE,"m/d","POM/parameters/cVSet","maximum settling rate of POM"
FALSE,"carbon","water","noncohesive","tracer","GLM-AED2","w_ss",-0.03,-0.024,-0.036,-0.03,FALSE,"?","aed2_noncohesive/w_ss","Tracer"
FALSE,"carbon","water","noncohesive","tracer","SIMSTRAT-AED2","w_ss",-0.03,-0.024,-0.036,-0.03,FALSE,"?","aed2_noncohesive/w_ss","Tracer"
FALSE,"carbon","water","noncohesive","tracer","GLM-AED2","d_ss",2e-06,1.6e-06,2.4e-06,2e-06,FALSE,"?","aed2_noncohesive/d_ss","Tracer"
FALSE,"carbon","water","noncohesive","tracer","SIMSTRAT-AED2","d_ss",2e-06,1.6e-06,2.4e-06,2e-06,FALSE,"?","aed2_noncohesive/d_ss","Tracer"
FALSE,"carbon","water","noncohesive","tracer","GLM-AED2","Ktau_0",0.001,8e-04,0.0012,0.001,FALSE,"?","aed2_noncohesive/Ktau_0","Tracer"
FALSE,"carbon","water","noncohesive","tracer","SIMSTRAT-AED2","Ktau_0",0.001,8e-04,0.0012,0.001,FALSE,"?","aed2_noncohesive/Ktau_0","Tracer"
FALSE,"silicon","water","water_column_processes","sedimentation","GLM-AED2","Fsed_rsi",5,4,6,5,FALSE,"?","aed2_silica/Fsed_rsi","Sedimentation flux for silica"
FALSE,"silicon","water","water_column_processes","sedimentation","SIMSTRAT-AED2","Fsed_rsi",5,4,6,5,FALSE,"?","aed2_silica/Fsed_rsi","Sedimentation flux for silica"
FALSE,"carbon","water","noncohesive","tracer","GLM-AED2","epsilon",0.01,0.008,0.012,0.01,FALSE,"?","aed2_noncohesive/epsilon","Tracer"
FALSE,"carbon","water","noncohesive","tracer","SIMSTRAT-AED2","epsilon",0.01,0.008,0.012,0.01,FALSE,"?","aed2_noncohesive/epsilon","Tracer"
FALSE,"carbon","water","noncohesive","tracer","GLM-AED2","tau_0",0.01,0.008,0.012,0.01,FALSE,"?","aed2_noncohesive/tau_0","Tracer"
FALSE,"carbon","water","noncohesive","tracer","SIMSTRAT-AED2","tau_0",0.01,0.008,0.012,0.01,FALSE,"?","aed2_noncohesive/tau_0","Tracer"
FALSE,"carbon","water","noncohesive","tracer","GLM-AED2","Ke_ss",0.06,0.048,0.072,0.06,FALSE,"?","aed2_noncohesive/Ke_ss","Tracer"
FALSE,"carbon","water","noncohesive","tracer","SIMSTRAT-AED2","Ke_ss",0.06,0.048,0.072,0.06,FALSE,"?","aed2_noncohesive/Ke_ss","Tracer"
FALSE,"phytoplankton","water","growth","equation_options_temperature_limitation","GOTM-Selmaprotbas","tll",13.5,10.8,16.2,13.5,FALSE,"-","{group_name}/parameters/tll","if tlim = 1; half-saturation temperature, squared (degC2). if tlim = 2; lower temperature limit (degC)"
FALSE,"macrophytes","sediment","initial_conditions","initial_macrophytes","GOTM-WET","sN",0.02,0.016,0.024,0.02,FALSE,"gN/m2","{group_name}/initialization/sN","N"
FALSE,"zoobenthos","sediment","initial_conditions","initial_zoobenthos","GOTM-WET","sN",0.021,0.0168,0.0252,0.021,FALSE,"gN/m2","{group_name}/initialization/sN","N"
FALSE,"macrophytes","sediment","initial_conditions","initial_macrophytes","GOTM-WET","sN_PV",0.02,0.016,0.024,0.02,FALSE,"gDW/m2","{group_name}/initialization/sN_PV","N pel. var"
FALSE,"zoobenthos","sediment","initial_conditions","initial_zoobenthos","GOTM-WET","sN_PV",0.021,0.0168,0.0252,0.021,FALSE,"gDW/m2","{group_name}/initialization/sN_PV","N pel. var"
FALSE,"nitrogen","sediment","initial_conditions","initial_dom","GOTM-WET","sNS",0.06,0.048,0.072,0.06,FALSE,"g/m2","DOM/initialization/sNS","dissolved organic N"
FALSE,"nitrogen","water","initial_conditions","initial_dom","GOTM-WET","sNW",0.01,0.008,0.012,0.01,FALSE,"g/m3","DOM/initialization/sNW","dissolved organic N"
FALSE,"nitrogen","sediment","initial_conditions","initial_ammonium","GOTM-WET","sNH4S",0.04,0.032,0.048,0.04,FALSE,"g/m2","abiotic_sediment/initialization/sNH4S","ammonium"
FALSE,"nitrogen","water","initial_conditions","initial_ammonium","GOTM-WET","sNH4W",0.05,0.04,0.06,0.05,FALSE,"g/m3","abiotic_water/initialization/sNH4W","ammonium"
FALSE,"nitrogen","sediment","initial_conditions","initial_humus","GOTM-WET","sNS",166,132.8,199.2,166,FALSE,"g/m2","humus/initialization/sNS","humus N"
FALSE,"nitrogen","sediment","initial_conditions","initial_nitrate","GOTM-WET","sNO3S",0.025,0.02,0.03,0.025,FALSE,"g/m2","abiotic_sediment/initialization/sNO3S","nitrate"
FALSE,"nitrogen","water","initial_conditions","initial_nitrate","GOTM-WET","sNO3W",0.5,0.4,0.6,0.5,FALSE,"g/m3","abiotic_water/initialization/sNO3W","nitrate"
FALSE,"nitrogen","sediment","initial_conditions","initial_pom","GOTM-WET","sNS",60,48,72,60,FALSE,"g/m2","POM/initialization/sNS","particulate organic N"
FALSE,"nitrogen","water","initial_conditions","initial_pom","GOTM-WET","sNW",0.01,0.008,0.012,0.01,FALSE,"g/m3","POM/initialization/sNW","particulate organic N"
FALSE,"phytoplankton","water","vertical_movement","vertical_velocity","GOTM-Selmaprotbas","vert_vel_nutrient",0,0,0,0,FALSE,"m d-1","{group_name}/parameters/vert_vel_nutrient","vertical velocity at nutrient limitation below buoy_nutrient_limit;  if buoyancy_regulation = true"
FALSE,"oxygen","sediment","water_sediment_exchange","sediment_flux","GLM-AED2","Ksed_oxy",6.8,5.44,8.16,6.8,FALSE,"mmol m-3","aed2_oxygen/Ksed_oxy","half-saturation concentration of oxygen sediment flux"
FALSE,"oxygen","sediment","water_sediment_exchange","sediment_flux","SIMSTRAT-AED2","Ksed_oxy",6.8,5.44,8.16,6.8,FALSE,"mmol m-3","aed2_oxygen/Ksed_oxy","half-saturation concentration of oxygen sediment flux"
FALSE,"macrophytes","sediment","initial_conditions","initial_macrophytes","GOTM-WET","sP",0.002,0.0016,0.0024,0.002,FALSE,"gP/m2","{group_name}/initialization/sP","P"
FALSE,"zoobenthos","sediment","initial_conditions","initial_zoobenthos","GOTM-WET","sP",0.003,0.0024,0.0036,0.003,FALSE,"gP/m2","{group_name}/initialization/sP","P"
FALSE,"macrophytes","sediment","initial_conditions","initial_macrophytes","GOTM-WET","sP_PV",0.002,0.0016,0.0024,0.002,FALSE,"gDW/m2","{group_name}/initialization/sP_PV","P pel. var"
FALSE,"zoobenthos","sediment","initial_conditions","initial_zoobenthos","GOTM-WET","sP_PV",0.003,0.0024,0.0036,0.003,FALSE,"gDW/m2","{group_name}/initialization/sP_PV","P pel. var"
FALSE,"phosphorus","sediment","initial_conditions","initial_pim","GOTM-WET","sPAIMS",2,1.6,2.4,2,FALSE,"g/m2","abiotic_sediment/initialization/sPAIMS","absorbed phosphate"
FALSE,"phosphorus","water","initial_conditions","initial_pim","GOTM-WET","sPAIMW",0,0,0,0,FALSE,"g/m3","abiotic_water/initialization/sPAIMW","IM-adsorbed P"
FALSE,"zooplankton","water","initial_conditions","initial_zoo","GOTM-Selmaprotbas","c",0.006625,0.0053,0.00795,0.006625,FALSE,"mmol C m-3","{group_name}/initialization/c","Initial concentration of zooplankton"
FALSE,"zooplankton","water","initial_conditions","minimum_concentration","GOTM-Selmaprotbas","c0",0,0,0,0,FALSE,"mmol C m-3","{group_name}/parameters/c0","background concentration"
FALSE,"zooplankton","water","grazing","grazing_rate","GLM-AED2","Rgrz_zoo",1,0.8,1.2,1,FALSE,"d-1","zoop_params/zoop_param%Rgrz_zoo","OM"
FALSE,"zooplankton","water","grazing","grazing_rate","SIMSTRAT-AED2","Rgrz_zoo",1,0.8,1.2,1,FALSE,"d-1","zoop_params/zoop_param%Rgrz_zoo","OM"
FALSE,"phosphorus","sediment","initial_conditions","initial_dom","GOTM-WET","sPS",0.01,0.008,0.012,0.01,FALSE,"g/m2","DOM/initialization/sPS","dissolved organic P"
FALSE,"phosphorus","water","initial_conditions","initial_dom","GOTM-WET","sPW",0.001,8e-04,0.0012,0.001,FALSE,"g/m3","DOM/initialization/sPW","dissolved organic P"
FALSE,"zooplankton","water","grazing","grazing_rate","GOTM-Selmaprotbas","graz",0.5,0.4,0.6,0.5,FALSE,"d-1","{group_name}/parameters/graz","grazing rate"
FALSE,"phosphorus","sediment","initial_conditions","initial_humus","GOTM-WET","sPS",10,8,12,10,FALSE,"g/m2","POM/initialization/sPS","humus P"
FALSE,"phosphorus","sediment","initial_conditions","initial_phosphate","GOTM-WET","sPO4S",0.02,0.016,0.024,0.02,FALSE,"g/m2","abiotic_sediment/initialization/sPO4S","phosphate"
FALSE,"zooplankton","water","grazing","grazing_rate","GOTM-Selmaprotbas","iv",0.27341,0.218728,0.328092,0.27341,FALSE,"(mmol C m-3)-2","{group_name}/parameters/iv","Ivlev constant; quadratic"
FALSE,"phosphorus","water","initial_conditions","initial_phosphate","GOTM-WET","sPO4W",0.1,0.08,0.12,0.1,FALSE,"g/m3","abiotic_water/initialization/sPO4W","phosphate"
FALSE,"phosphorus","sediment","initial_conditions","initial_pom","GOTM-WET","sPS",16,12.8,19.2,16,FALSE,"g/m2","humus/initialization/sPS","particulate organic P"
FALSE,"phosphorus","water","initial_conditions","initial_pom","GOTM-WET","sPW",0.001,8e-04,0.0012,0.001,FALSE,"g/m3","POM/initialization/sPW","particulate organic P"
FALSE,"phytoplankton","water","vertical_movement","vertical_velocity","GOTM-Selmaprotbas","vert_vel_temp",0,0,0,0,FALSE,"m d-1","{group_name}/parameters/vert_vel_temp","vertical velocity at temperatures below buoy_temp_limit;  if buoyancy_regulation = true"
FALSE,"zooplankton","water","grazing","prey_identity","GOTM-Selmaprotbas","nprey",1,0.8,1.2,1,FALSE,"(integer)","{group_name}/parameters/nprey","number of prey"
FALSE,"phytoplankton","water","vertical_movement","vertical_velocity","GOTM-Selmaprotbas","vert_vel1",-0.3,-0.24,-0.36,-0.3,FALSE,"m d-1","{group_name}/parameters/vert_vel1","rate of vertical movement above par_limit1;  if buoyancy_regulation = true"
FALSE,"silicon","sediment","initial_conditions","initial_silicon","GOTM-WET","sSiO2S",0.1,0.08,0.12,0.1,FALSE,"g/m2","abiotic_sediment/initialization/sSiO2S","dissolved SiO2"
FALSE,"silicon","water","initial_conditions","initial_silicon","GOTM-WET","sSiO2W",3.5,2.8,4.2,3.5,FALSE,"g/m3","abiotic_water/initialization/sSiO2W","silica dioxide"
FALSE,"zooplankton","water","respiration","respiration_rate","GOTM-Selmaprotbas","nue",0.001509,0.0012072,0.0018108,0.001509,FALSE,"m3 d-1 mmol C-1","{group_name}/parameters/nue","respiration rate"
