"include","module","domain","process","subprocess","model_coupled","parameter","default","lower","upper","initial","log","unit","path","note"
FALSE,"nitrogen","water","nitrification","nitrification","GOTM-WET","hO2Nitr",2,1.6,2.4,2,FALSE,"mgO2/l","abiotic_water/parameters/hO2Nitr","half saturation oxygen conc. for nitrification"
FALSE,"phytoplankton","water","vertical_movement","equation_options_vertical_movement","GOTM-WET","qTrans",0,0,0,0,FALSE,"-","{group_name}/parameters/qTrans","Taxis method (1=const.; 2=Nut. taxis; 3=Light taxis; 4=N&L)"
FALSE,"zoobenthos","sediment","grazing","grazing_rate","GOTM-WET","kDAssBent",0.1,0.08,0.12,0.1,FALSE,"1/d","{group_name}/parameters/kDAssBent","maximum assimilation rate at 20*C"
FALSE,"carbon","sediment","water_sediment_exchange","sediment_flux_dim","GLM-AED2","Ksed_dic",6.8,5.44,8.16,6.8,FALSE,"-","aed2_carbon/Ksed_dic","half-saturation concentration of dic sediment flux"
FALSE,"carbon","sediment","water_sediment_exchange","sediment_flux_dim","SIMSTRAT-AED2","Ksed_dic",6.8,5.44,8.16,6.8,FALSE,"-","aed2_carbon/Ksed_dic","half-saturation concentration of dic sediment flux"
FALSE,"carbon","sediment","water_sediment_exchange","sediment_flux_dim","GLM-AED2","Fsed_dic",100,80,120,100,FALSE,"-","aed2_carbon/Fsed_dic","Sediment-water flux for dic"
FALSE,"carbon","sediment","water_sediment_exchange","sediment_flux_dim","SIMSTRAT-AED2","Fsed_dic",100,80,120,100,FALSE,"-","aed2_carbon/Fsed_dic","Sediment-water flux for dic"
FALSE,"carbon","sediment","water_sediment_exchange","sediment_flux_methane","GLM-AED2","theta_sed_ch4",1.07,0.856,1.284,1.07,FALSE,"-","aed2_carbon/theta_sed_ch4","Arrhenius temperature multiplier for sediment methane flux"
FALSE,"carbon","sediment","water_sediment_exchange","sediment_flux_methane","SIMSTRAT-AED2","theta_sed_ch4",1.07,0.856,1.284,1.07,FALSE,"-","aed2_carbon/theta_sed_ch4","Arrhenius temperature multiplier for sediment methane flux"
FALSE,"carbon","sediment","water_sediment_exchange","sediment_flux_methane","GLM-AED2","Ksed_ch4",30,24,36,30,FALSE,"-","aed2_carbon/Ksed_ch4","half-saturation concentration of methane sediment flux"
FALSE,"carbon","sediment","water_sediment_exchange","sediment_flux_methane","SIMSTRAT-AED2","Ksed_ch4",30,24,36,30,FALSE,"-","aed2_carbon/Ksed_ch4","half-saturation concentration of methane sediment flux"
FALSE,"carbon","sediment","water_sediment_exchange","sediment_flux_methane","GLM-AED2","Fsed_ch4",10,8,12,10,FALSE,"-","aed2_carbon/Fsed_ch4","Sediment-water flux for methane"
FALSE,"carbon","sediment","water_sediment_exchange","sediment_flux_methane","SIMSTRAT-AED2","Fsed_ch4",10,8,12,10,FALSE,"-","aed2_carbon/Fsed_ch4","Sediment-water flux for methane"
FALSE,"carbon","water","vertical_movement","sedimentation","GOTM-Selmaprotbas","wdz",-4.5,-3.6,-5.4,-4.5,FALSE,"m d-1","selmaprotbas/parameters/wdz","vertical velocity of detritus (positive: upwards/floating;  negative: downwards/sinking)"
FALSE,"phytoplankton","water","vertical_movement","vertical_velocity","GOTM-Selmaprotbas","buoy_temp_limit",0,0,0,0,FALSE,"degC","{group_name}/parameters/buoy_temp_limit","if temperature falls below this temperature;  vertical velocity is set to vert_vel_temp;  if buoyancy_regulation = true"
FALSE,"phosphorus","sediment","burial","burial","GOTM-Selmaprotbas","pburialrate",0.007,0.0056,0.0084,0.007,FALSE,"d-1","selmaprotbas/parameters/pburialrate","phosphate burial rate"
FALSE,"phosphorus","sediment","burial","burial","GOTM-Selmaprotbas","ipo4th",100,80,120,100,FALSE,"mmol P m-2","selmaprotbas/parameters/ipo4th","maximum phosphorus density available for burial"
FALSE,"zoobenthos","sediment","respiration","respiration_rate","GOTM-WET","kDRespBent",0.005,0.004,0.006,0.005,FALSE,"1/d","{group_name}/parameters/kDRespBent","respiration rate at 20*C"
FALSE,"phosphorus","sediment","initial_conditions","initial_phosphorus","GOTM-Selmaprotbas","fl_p",2,1.6,2.4,2,FALSE,"mmol P m-2","selmaprotbas/initialization/fl_p","initial phosphorus fluff (= active sediment)"
FALSE,"phosphorus","sediment","initial_conditions","initial_phosphorus","GOTM-Selmaprotbas","pb",0.03,0.024,0.036,0.03,FALSE,"mmol P m-2","selmaprotbas/initialization/pb","initial phosphorus bound to iron in the sediment"
FALSE,"macrophytes","sediment","respiration","respiration_rate","GOTM-WET","kDRespVeg",0.02,0.016,0.024,0.02,FALSE,"1/d","{group_name}/parameters/kDRespVeg","dark respiration rate at 20*C"
FALSE,"phosphorus","sediment","water_sediment_exchange","adsorption","GOTM-Selmaprotbas","pliberationrate",0.1,0.08,0.12,0.1,FALSE,"d-1","selmaprotbas/parameters/pliberationrate","phosphate liberation rate;  anoxic sediments"
FALSE,"phosphorus","sediment","water_sediment_exchange","adsorption","GOTM-Selmaprotbas","po4ret",0.18,0.144,0.216,0.18,FALSE,"-","selmaprotbas/parameters/po4ret","phosphate retention rate;  oxic sediments"
FALSE,"zoobenthos","sediment","migration","migration_rate","GOTM-WET","kMigrBent",0.001,8e-04,0.0012,0.001,FALSE,"1/d","{group_name}/parameters/kMigrBent","migration rate"
FALSE,"phosphorus","sediment","water_sediment_exchange","resuspension","GOTM-Selmaprotbas","eroratepo4",6,4.8,7.2,6,FALSE,"d-1","selmaprotbas/parameters/eroratepo4","P-Fe erosion rate"
FALSE,"macrophytes","sediment","migration","migration_rate","GOTM-WET","kMigrVeg",0.001,8e-04,0.0012,0.001,FALSE,"1/d","{group_name}/parameters/kMigrVeg","macrophytes immigration rate"
FALSE,"zoobenthos","sediment","mortality","mortality_rate","GOTM-WET","kMortBent",0.005,0.004,0.006,0.005,FALSE,"1/d","{group_name}/parameters/kMortBent","mortality rate"
FALSE,"macrophytes","sediment","mortality","mortality_rate","GOTM-WET","kMortVegSum",0.005,0.004,0.006,0.005,FALSE,"1/d","{group_name}/parameters/kMortVegSum","mortality rate during growing season"
FALSE,"nitrogen","sediment","water_sediment_exchange","diffusion","GOTM-WET","kNDifDOM1",8.5e-05,6.8e-05,0.000102,8.5e-05,FALSE,"m2/d","sediment_exchange/parameters/kNDifDOM1","DOM diffusion constant N at 20*C"
FALSE,"nitrogen","sediment","water_sediment_exchange","diffusion","GOTM-WET","kNDifNH4",0.000112,8.96e-05,0.0001344,0.000112,FALSE,"m2/d","sediment_exchange/parameters/kNDifNH4","molecular NH4 diffusion constant at 20*C"
FALSE,"nitrogen","sediment","water_sediment_exchange","diffusion","GOTM-WET","kNDifNO3",8.6e-05,6.88e-05,0.0001032,8.6e-05,FALSE,"m2/d","sediment_exchange/parameters/kNDifNO3","NO3 diffusion constant at 20*C"
FALSE,"phosphorus","water","initial_conditions","initial_phosphate","GOTM-Selmaprotbas","po",0.216,0.1728,0.2592,0.216,FALSE,"mmol P m-3","selmaprotbas/initialization/po","initial dissolved phosphate in the water column"
FALSE,"phosphorus","water","initial_conditions","initial_phosphorus","GOTM-Selmaprotbas","pw",0.001,8e-04,0.0012,0.001,FALSE,"mmol P m-3","selmaprotbas/initialization/pw","initial phosphorus bound to iron in the water column"
FALSE,"phosphorus","water","initial_conditions","initial_pom","GOTM-Selmaprotbas","dd_p",0,0,0,0,FALSE,"mmol P m-3","selmaprotbas/initialization/dd_p","initial detritus-P in the water column"
FALSE,"phosphorus","water","vertical_movement","sedimentation","GOTM-Selmaprotbas","wpo4",-1,-0.8,-1.2,-1,FALSE,"m d-1","selmaprotbas/parameters/wpo4","vertical velocity of suspended P-Fe (positive: upwards/floating;  negative: downwards/sinking)"
FALSE,"nitrogen","sediment","nitrification","nitrification","GOTM-WET","kNitrS",1.2,0.96,1.44,1.2,FALSE,"1/d","abiotic_sediment/parameters/kNitrS","nitrification rate constant at 20*C"
FALSE,"oxygen","sediment","water_sediment_exchange","sediment_flux","GLM-AED2","theta_sed_oxy",1.07,0.856,1.284,1.07,FALSE,"-","aed2_oxygen/theta_sed_oxy","Arrhenius temperature multiplier for sediment oxygen flux"
FALSE,"oxygen","sediment","water_sediment_exchange","sediment_flux","SIMSTRAT-AED2","theta_sed_oxy",1.07,0.856,1.284,1.07,FALSE,"-","aed2_oxygen/theta_sed_oxy","Arrhenius temperature multiplier for sediment oxygen flux"
FALSE,"phosphorus","water","water_column_processes","adsorption","GLM-AED2","Qmax",1,0.8,1.2,1,FALSE,"-","aed2_phosphorus/Qmax","Sorption constant"
FALSE,"phosphorus","water","water_column_processes","adsorption","SIMSTRAT-AED2","Qmax",1,0.8,1.2,1,FALSE,"-","aed2_phosphorus/Qmax","Sorption constant"
FALSE,"phosphorus","water","water_column_processes","phosphorus","GLM-AED2","frp_initial ",0.06,0.048,0.072,0.06,FALSE,"mmol P m-3","aed2_phosphorus/frp_initial","-"
FALSE,"phosphorus","water","water_column_processes","phosphorus","SIMSTRAT-AED2","frp_initial ",0.06,0.048,0.072,0.06,FALSE,"mmol P m-3","aed2_phosphorus/frp_initial","-"
FALSE,"phosphorus","water","water_sediment_exchange","phosphorus","GLM-AED2","Fsed_frp",0.45,0.36,0.54,0.45,FALSE,"mmol P m-3 d-1","aed2_phosphorus/Fsed_frp","Sediment-water flux for inorganic phosphorus"
FALSE,"phosphorus","water","water_sediment_exchange","phosphorus","SIMSTRAT-AED2","Fsed_frp",0.45,0.36,0.54,0.45,FALSE,"mmol P m-3 d-1","aed2_phosphorus/Fsed_frp","Sediment-water flux for inorganic phosphorus"
FALSE,"phosphorus","water","water_sediment_exchange","phosphorus","GLM-AED2","theta_sed_frp",1.07,0.856,1.284,1.07,FALSE,"-","aed2_phosphorus/theta_sed_frp","half-saturation concentration of  inorganic phosphorus sediment flux"
FALSE,"phosphorus","water","water_sediment_exchange","phosphorus","SIMSTRAT-AED2","theta_sed_frp",1.07,0.856,1.284,1.07,FALSE,"-","aed2_phosphorus/theta_sed_frp","half-saturation concentration of  inorganic phosphorus sediment flux"
FALSE,"phosphorus","water","water_sediment_exchange","phosphorus","GLM-AED2","Ksed_frp",62.5,50,75,62.5,FALSE,"mmol P m-3","aed2_phosphorus/Ksed_frp","Arrhenius temperature multiplier for sediment  inorganic phosphorus flux"
FALSE,"phosphorus","water","water_sediment_exchange","phosphorus","SIMSTRAT-AED2","Ksed_frp",62.5,50,75,62.5,FALSE,"mmol P m-3","aed2_phosphorus/Ksed_frp","Arrhenius temperature multiplier for sediment  inorganic phosphorus flux"
FALSE,"silica","water","initial_conditions","initial_silicate","GOTM-Selmaprotbas","si",1,0.8,1.2,1,FALSE,"mmol Si m-3","selmaprotbas/initialization/si","initial dissolved silicate in the water column"
FALSE,"silica","water","initial_conditions","initial_pom","GOTM-Selmaprotbas","dd_si",20,16,24,20,FALSE,"mmol Si m-3","selmaprotbas/initialization/dd_si","initial detritus-Si in the water column"
FALSE,"silica","sediment","initial_conditions","initial_silicate","GOTM-Selmaprotbas","fl_si",10,8,12,10,FALSE,"mmol Si m-2","selmaprotbas/initialization/fl_si","initial silicate fluff (= active sediment)"
FALSE,"silica","water","water_sediment_exchange","sediment_flux_silica","GLM-AED2","Ksed_rsi",150,120,180,150,FALSE,"mmol m-3","aed2_silica/Ksed_rsi","half-saturation O2 concentration for silica flux"
FALSE,"silica","water","water_sediment_exchange","sediment_flux_silica","SIMSTRAT-AED2","Ksed_rsi",150,120,180,150,FALSE,"mmol m-3","aed2_silica/Ksed_rsi","half-saturation O2 concentration for silica flux"
FALSE,"silica","water","water_sediment_exchange","sediment_flux_silica","GLM-AED2","theta_sed_rsi",1.07,0.856,1.284,1.07,FALSE,"-","aed2_silica/theta_sed_rsi","Arrhenius temperature multiplier for sediment silica flux"
FALSE,"silica","water","water_sediment_exchange","sediment_flux_silica","SIMSTRAT-AED2","theta_sed_rsi",1.07,0.856,1.284,1.07,FALSE,"-","aed2_silica/theta_sed_rsi","Arrhenius temperature multiplier for sediment silica flux"
FALSE,"silica","water","water_sediment_exchange","sediment_flux_silica","GLM-AED2","Fsed_rsi",5,4,6,5,FALSE,"mmol m-2 d-1","aed2_silica/Fsed_rsi","Sedimentation flux for silica"
FALSE,"silica","water","water_sediment_exchange","sediment_flux_silica","SIMSTRAT-AED2","Fsed_rsi",5,4,6,5,FALSE,"mmol m-2 d-1","aed2_silica/Fsed_rsi","Sedimentation flux for silica"
FALSE,"phytoplankton","water","mortality","excretion","GOTM-WET","fDissMort",0.2,0.16,0.24,0.2,FALSE,"-","{group_name}/parameters/fDissMort","soluble inorganic nutrient fraction of dead cells"
FALSE,"phytoplankton","sediment","mortality","excretion","GOTM-WET","fDOMS",0,0,0,0,FALSE,"-","{group_name}/parameters/fDOMS","DOM fraction of settled dead cells"
FALSE,"phytoplankton","water","mortality","excretion","GOTM-WET","fDOMW",0,0,0,0,FALSE,"-","{group_name}/parameters/fDOMW","DOM fraction of dead cells"
FALSE,"phytoplankton","water","growth","growth_rate","GOTM-WET","cMuMax",1.3,1.04,1.56,1.3,FALSE,"1/d","{group_name}/parameters/cMuMax","maximum growth rate at 20*C"
FALSE,"phytoplankton","water","initial_conditions","initial_phyto","GOTM-Selmaprotbas","c",0.006625,0.0053,0.00795,0.006625,FALSE,"mmol C m-3","{group_name}/initialization/c","Initial concentration of phytoplankton"
FALSE,"phytoplankton","water","initial_conditions","initial_phyto","GLM-AED2","p_initial",1,0.8,1.2,1,FALSE,"mmol C m-3","phyto_data/pd%p_initial","Initial concentration of phytoplankton"
FALSE,"phytoplankton","water","initial_conditions","initial_phyto","SIMSTRAT-AED2","p_initial",1,0.8,1.2,1,FALSE,"mmol C m-3","phyto_data/pd%p_initial","Initial concentration of phytoplankton"
FALSE,"phytoplankton","water","initial_conditions","minimum_concentration","GOTM-Selmaprotbas","c0",0,0,0,0,FALSE,"mmol C m-3","{group_name}/parameters/c0","background concentration"
FALSE,"phytoplankton","sediment","initial_conditions","initial_phyto","GOTM-WET","sDS",0.003,0.0024,0.0036,0.003,FALSE,"gDW/m2","{group_name}/initialization/sDS","sediment DW"
FALSE,"phytoplankton","water","initial_conditions","initial_phyto","GOTM-WET","sDW",0.1,0.08,0.12,0.1,FALSE,"gDW/m3","{group_name}/initialization/sDW","water column DW"
FALSE,"phytoplankton","sediment","initial_conditions","initial_phyto","GOTM-WET","sNS",3e-04,0.00024,0.00036,3e-04,FALSE,"gN/m2","{group_name}/initialization/sNS","sediment N"
FALSE,"phytoplankton","water","initial_conditions","initial_phyto","GOTM-WET","sNW",0.03,0.024,0.036,0.03,FALSE,"gN/m3","{group_name}/initialization/sNW","water column N"
FALSE,"phytoplankton","sediment","initial_conditions","initial_phyto","GOTM-WET","sPS",3e-05,2.4e-05,3.6e-05,3e-05,FALSE,"gP/m2","{group_name}/initialization/sPS","sediment P"
FALSE,"phosphorus","water","water_sediment_exchange","sedimentation","GOTM-Selmaprotbas","sedratepo4",0.5,0.4,0.6,0.5,FALSE,"m d-1","selmaprotbas/parameters/sedratepo4","P-Fe sedimentation rate"
FALSE,"nitrogen","water","nitrification","nitrification","GOTM-WET","kNitrW",0.3,0.24,0.36,0.3,FALSE,"1/d","abiotic_water/parameters/kNitrW","nitrification rate constant in water at 20*C"
FALSE,"nitrogen","sediment","decomposition","mineralisation_dom","GOTM-WET","kNMinS",0.003,0.0024,0.0036,0.003,FALSE,"1/d","DOM/parameters/kNMinS","mineralization constant of DOM-N at 20*C"
FALSE,"nitrogen","sediment","decomposition","mineralisation_dom","GOTM-WET","kNMinS",5e-05,4e-05,6e-05,5e-05,FALSE,"1/d","humus/parameters/kNMinS","mineralization constant of DOM-N at 20*C"
FALSE,"nitrogen","water","decomposition","mineralisation_dom","GOTM-WET","kNMinW",0.01,0.008,0.012,0.01,FALSE,"1/d","DOM/parameters/kNMinW","mineralization constant of DOM-N at 20*C"
FALSE,"nitrogen","sediment","decomposition","mineralisation_pom","GOTM-WET","kNMinW",0.001,8e-04,0.0012,0.001,FALSE,"1/d","humus/parameters/kNMinW","decomposition constant of POM-N at 20*C"
FALSE,"nitrogen","sediment","decomposition","mineralisation_pom","GOTM-WET","kNMinS",0.01,0.008,0.012,0.01,FALSE,"1/d","POM/parameters/kNMinS","decomposition constant of POM-N at 20*C"
FALSE,"nitrogen","water","decomposition","mineralisation_pom","GOTM-WET","kNMinW",0.01,0.008,0.012,0.01,FALSE,"1/d","POM/parameters/kNMinW","decomposition constant of POM-N at 20*C"
FALSE,"oxygen","sediment","water_sediment_exchange","sediment_flux","GLM-AED2","Fsed_oxy",-10,-8,-12,-10,FALSE,"mmol m-2 d-1","aed2_oxygen/Fsed_oxy","Sediment-water flux for oxygen"
FALSE,"oxygen","sediment","water_sediment_exchange","sediment_flux","SIMSTRAT-AED2","Fsed_oxy",-10,-8,-12,-10,FALSE,"mmol m-2 d-1","aed2_oxygen/Fsed_oxy","Sediment-water flux for oxygen"
FALSE,"phosphorus","sediment","absorption","absorption","GOTM-WET","kPChemPO4",0.03,0.024,0.036,0.03,FALSE,"1/d","abiotic_sediment/parameters/kPChemPO4","chemical PO4 loss rate"
FALSE,"phosphorus","sediment","water_sediment_exchange","diffusion","GOTM-WET","kPDifDOM1",0.00016,0.000128,0.000192,0.00016,FALSE,"m2/d","sediment_exchange/parameters/kPDifDOM1","DOM diffusion constant P at 20*C"
FALSE,"phosphorus","sediment","water_sediment_exchange","diffusion","GOTM-WET","kPDifPO4",7.2e-05,5.76e-05,8.64e-05,7.2e-05,FALSE,"m2/d","sediment_exchange/parameters/kPDifPO4","PO4 diffusion constant at 20*C"
FALSE,"phosphorus","sediment","decomposition","mineralisation_dom","GOTM-WET","kPMinS",0.003,0.0024,0.0036,0.003,FALSE,"1/d","DOM/parameters/kPMinS","mineralization constant of DOM-P at 20*C"
FALSE,"phytoplankton","water","initial_conditions","initial_phyto","GOTM-WET","sPW",0.003,0.0024,0.0036,0.003,FALSE,"gP/m3","{group_name}/initialization/sPW","water column P"
FALSE,"phytoplankton","water","light","light_attenuation","GOTM-WET","cExtSp",0.35,0.28,0.42,0.35,FALSE,"m2/gDW","{group_name}/parameters/cExtSp","specific extinction coefficient"
FALSE,"phosphorus","water","decomposition","mineralisation_dom","GOTM-WET","kPMinW",0.01,0.008,0.012,0.01,FALSE,"1/d","DOM/parameters/kPMinW","mineralization constant of DOM-P at 20*C"
FALSE,"phosphorus","sediment","decomposition","mineralisation_pom","GOTM-WET","kPMinS",5e-05,4e-05,6e-05,5e-05,FALSE,"1/d","humus/parameters/kPMinS","decomposition constant of POM-P at 20*C"
FALSE,"phosphorus","sediment","decomposition","mineralisation_pom","GOTM-WET","kPMinS",0.001,8e-04,0.0012,0.001,FALSE,"1/d","POM/parameters/kPMinS","decomposition constant of POM-P at 20*C"
FALSE,"phytoplankton","water","initial_conditions","minimum_concentration","GLM-AED2","p0",0.03,0.024,0.036,0.03,FALSE,"mmol C m-3","phyto_data/pd%p0","minimum concentration of phytoplankton"
FALSE,"phytoplankton","water","initial_conditions","minimum_concentration","SIMSTRAT-AED2","p0",0.03,0.024,0.036,0.03,FALSE,"mmol C m-3","phyto_data/pd%p0","minimum concentration of phytoplankton"
FALSE,"phytoplankton","water","growth","light_limitation","GOTM-WET","cLOptRef",25,20,30,25,FALSE,"W/m2","{group_name}/parameters/cLOptRef","qLightMethod=2; optimum PAR at 20*C; Steele function"
FALSE,"phytoplankton","water","growth","light_limitation","GOTM-WET","hLRef",17,13.6,20.4,17,FALSE,"W/m2","{group_name}/parameters/hLRef","qLightMethod=1; half-sat. PAR at 20*C; Lehmann function"
FALSE,"phytoplankton","water","mortality","mortality_rate","GOTM-Selmaprotbas","deltao",0.02,0.016,0.024,0.02,FALSE,"d-1","{group_name}/parameters/deltao","mortality rate"
FALSE,"phytoplankton","water","mortality","mortality_rate","GOTM-Selmaprotbas","deltao",0.02,0.016,0.024,0.02,FALSE,"d-1","{group_name}/parameters/deltao","mortality rate"
FALSE,"phytoplankton","water","growth","growth_rate","GLM-AED2","R_growth",1.25,1,1.5,1.25,FALSE,"d-1","phyto_data/pd%R_growth","Phyto max growth rate @20C"
FALSE,"phytoplankton","water","growth","growth_rate","SIMSTRAT-AED2","R_growth",1.25,1,1.5,1.25,FALSE,"d-1","phyto_data/pd%R_growth","Phyto max growth rate @20C"
FALSE,"phytoplankton","water","growth","n_fixation","GLM-AED2","R_nfix",0,0,0,0,FALSE,"mmol N mmol C-1 d-1","phyto_data/pd%R_nfix","fixation_rate"
FALSE,"phytoplankton","water","growth","n_fixation","SIMSTRAT-AED2","R_nfix",0,0,0,0,FALSE,"mmol N mmol C-1 d-1","phyto_data/pd%R_nfix","fixation_rate"
FALSE,"phytoplankton","sediment","initial_conditions","minimum_concentration","GOTM-WET","cDMinS",1e-05,8e-06,1.2e-05,1e-05,FALSE,"gDW/m3","{group_name}/parameters/cDMinS","minimum DW concentration in sediment"
FALSE,"phytoplankton","water","initial_conditions","minimum_concentration","GOTM-WET","cDMinW",1e-04,8e-05,0.00012,1e-04,FALSE,"gDW/m3","{group_name}/parameters/cDMinW","minimum DW concentration in water"
FALSE,"phosphorus","water","decomposition","mineralisation_pom","GOTM-WET","kPMinW",0.01,0.008,0.012,0.01,FALSE,"1/d","POM/parameters/kPMinW","decomposition constant of POM-P at 20*C"
FALSE,"phytoplankton","water","growth","light_limitation","GOTM-Selmaprotbas","imin",50,40,60,50,FALSE,"W m-2","{group_name}/parameters/imin","llim = 2; minimal optimal light radiation"
FALSE,"phytoplankton","water","growth","n_limitation","GLM-AED2","R_nuptake",0.068,0.0544,0.0816,0.068,FALSE,"mmol N m-3 d-1","phyto_data/pd%R_nuptake","maximum nitrogen uptake, used is simINDynamics = 2"
FALSE,"phytoplankton","water","growth","n_limitation","SIMSTRAT-AED2","R_nuptake",0.068,0.0544,0.0816,0.068,FALSE,"mmol N m-3 d-1","phyto_data/pd%R_nuptake","maximum nitrogen uptake, used is simINDynamics = 2"
FALSE,"phytoplankton","sediment","mortality","mortality_rate","GOTM-WET","kMortS",0.2,0.16,0.24,0.2,FALSE,"1/d","{group_name}/parameters/kMortS","mortality rate of settled phytoplankton"
FALSE,"phytoplankton","water","mortality","mortality_rate","GOTM-WET","kMortW",0.01,0.008,0.012,0.01,FALSE,"1/d","{group_name}/parameters/kMortW","mortality constant in water"
FALSE,"phosphorus","sediment","absorption","absorption","GOTM-WET","kPSorpS",0.03,0.024,0.036,0.03,FALSE,"1/d","abiotic_sediment/parameters/kPSorpS","P sorption rate constant"
FALSE,"phosphorus","water","decomposition","mineralisation_humus","GOTM-WET","kPMinW",0.001,8e-04,0.0012,0.001,FALSE,"1/d","humus/parameters/kPMinW","decomposition constant of POM-P at 20*C"
FALSE,"phosphorus","water","absorption","absorption","GOTM-WET","kPSorpW",0.05,0.04,0.06,0.05,FALSE,"1/d","abiotic_water/parameters/kPSorpW","P adsorption rate constant"
FALSE,"phytoplankton","water","light","light_attenuation","GOTM-Selmaprotbas","kc",0.0084,0.00672,0.01008,0.0084,FALSE,"m2 mmolC-1","{group_name}/parameters/kc","specific light attenuation"
FALSE,"phytoplankton","water","growth","equation_options_light_limitation","GOTM-Selmaprotbas","llim",1,0.8,1.2,1,FALSE,"(integer)","{group_name}/parameters/llim","light limitation of growth (1: Reynolds, 2: Selma)"
FALSE,"phytoplankton","water","growth","p_limitation","GLM-AED2","R_puptake",0.0039,0.00312,0.00468,0.0039,FALSE,"mmol P m-3 d-1","phyto_data/pd%R_puptake","maximum phosphorus uptake, used if simIPDynamics = 2"
FALSE,"phytoplankton","water","growth","p_limitation","SIMSTRAT-AED2","R_puptake",0.0039,0.00312,0.00468,0.0039,FALSE,"mmol P m-3 d-1","phyto_data/pd%R_puptake","maximum phosphorus uptake, used if simIPDynamics = 2"
FALSE,"phytoplankton","water","respiration","respiration_rate","GLM-AED2","R_resp",0.08,0.064,0.096,0.08,FALSE,"?","phyto_data/pd%R_resp","respiration_rate"
FALSE,"phytoplankton","water","respiration","respiration_rate","SIMSTRAT-AED2","R_resp",0.08,0.064,0.096,0.08,FALSE,"?","phyto_data/pd%R_resp","respiration_rate"
FALSE,"phytoplankton","water","respiration","respiration_rate","GOTM-Selmaprotbas","nb",0.01,0.008,0.012,0.01,FALSE,"d-1","{group_name}/parameters/nb","excretion rate"
FALSE,"phytoplankton","water","growth","salt_limitation","GLM-AED2","S_bep",2,1.6,2.4,2,FALSE,"?","phyto_data/pd%S_bep","salinity_limitation"
FALSE,"phytoplankton","water","growth","salt_limitation","SIMSTRAT-AED2","S_bep",2,1.6,2.4,2,FALSE,"?","phyto_data/pd%S_bep","salinity_limitation"
FALSE,"phytoplankton","water","growth","salt_limitation","GLM-AED2","S_maxsp",35,28,42,35,FALSE,"g kg-1","phyto_data/pd%S_maxsp","salinity_maximum"
FALSE,"phytoplankton","water","growth","salt_limitation","SIMSTRAT-AED2","S_maxsp",35,28,42,35,FALSE,"g kg-1","phyto_data/pd%S_maxsp","salinity_maximum"
FALSE,"phytoplankton","water","growth","salt_limitation","GLM-AED2","S_opt",0.01,0.008,0.012,0.01,FALSE,"g kg-1","phyto_data/pd%S_opt","salinity_optimum"
FALSE,"phytoplankton","water","growth","salt_limitation","SIMSTRAT-AED2","S_opt",0.01,0.008,0.012,0.01,FALSE,"g kg-1","phyto_data/pd%S_opt","salinity_optimum"
FALSE,"phytoplankton","water","growth","equation_options_salt_limitation","GLM-AED2","salTol",0,0,0,0,FALSE,"(integer)","phyto_data/pd%salTol","1: ; 2:"
FALSE,"phytoplankton","water","growth","equation_options_salt_limitation","SIMSTRAT-AED2","salTol",0,0,0,0,FALSE,"(integer)","phyto_data/pd%salTol","1: ; 2:"
FALSE,"phytoplankton","water","growth","si_limitation","GLM-AED2","Si_0",0,0,0,0,FALSE,"mmol Si m-3","phyto_data/pd%Si_0","minimum_concentration"
FALSE,"phytoplankton","water","growth","si_limitation","SIMSTRAT-AED2","Si_0",0,0,0,0,FALSE,"mmol Si m-3","phyto_data/pd%Si_0","minimum_concentration"
FALSE,"phytoplankton","water","growth","equation_options_n_limitation","GLM-AED2","simDINUptake",1,0.8,1.2,1,FALSE,"(integer)","phyto_data/pd%simDINUptake","1: ; 2:"
FALSE,"phytoplankton","water","growth","equation_options_n_limitation","SIMSTRAT-AED2","simDINUptake",1,0.8,1.2,1,FALSE,"(integer)","phyto_data/pd%simDINUptake","1: ; 2:"
FALSE,"phytoplankton","water","growth","equation_options_p_limitation","GLM-AED2","simDIPUptake",1,0.8,1.2,1,FALSE,"(integer)","phyto_data/pd%simDIPUptake","DIP_model"
FALSE,"phytoplankton","water","growth","equation_options_p_limitation","SIMSTRAT-AED2","simDIPUptake",1,0.8,1.2,1,FALSE,"(integer)","phyto_data/pd%simDIPUptake","DIP_model"
FALSE,"phytoplankton","water","stoichiometry","nitrogen_ratio","GOTM-WET","cNDMax",0.15,0.12,0.18,0.15,FALSE,"mgN/mgDW","{group_name}/parameters/cNDMax","maximum N/DW ratio"
FALSE,"phytoplankton","water","stoichiometry","nitrogen_ratio","GOTM-WET","cNDMin",0.018,0.0144,0.0216,0.018,FALSE,"mgN/mgDW","{group_name}/parameters/cNDMin","minimum N/DW ratio"
FALSE,"phytoplankton","water","growth","oxygen_correction","GOTM-WET","hO2BOD",1,0.8,1.2,1,FALSE,"mgO2/l","{group_name}/parameters/hO2BOD","half-saturation constant for oxygen conc. on BOD"
FALSE,"phytoplankton","water","vertical_movement","vertical_velocity","GOTM-Selmaprotbas","par_limit1",21.9,17.52,26.28,21.9,FALSE,"W m-2","{group_name}/parameters/par_limit1","below this light intensity;  buoyancy-regulating plankton change vertical velocity from vert_vel1 to vert_vel2"
FALSE,"phytoplankton","water","growth","equation_options_n_limitation","GLM-AED2","simDONUptake",0,0,0,0,FALSE,"(integer)","phyto_data/pd%simDONUptake","1: ; 2:"
