"","module","domain","process","subprocess","model","parameter","path","unit","default","version","note"
"492","nitrogen","water","initial_conditions","initial_pom","pclake","cNDDet0","initialstates/cNDDet0","gN*gDW^-1","0.025","1.0.0","Initial_N_fraction_in_detritus"
"493","nitrogen","water","initial_conditions","initial_pom","selmaprotbas","dd_n","selmaprotbas/initialization/dd_n","mmol N m-3","0","1.0.0","initial detritus-N in the water column"
"494","nitrogen","water","initial_conditions","initial_pom","pclake","sNDetWEpi0","initialstates/sNDetWEpi0","gN*m^-2","","1.0.0","Detritus_N_in_epilimnion_lake_water"
"495","nitrogen","water","initial_conditions","initial_pom","pclake","sNDetWHyp0","initialstates/sNDetWHyp0","gN*m^-2","","1.0.0","Detritus_N_in_hypolimnion_lake_water"
"496","macrophytes","sediment","growth","phenology","wet","fRootVegWin","{group_name}/parameters/fRootVegWin","groot/gveg","0.6","1","root fraction outside of growing season"
"497","nitrogen","water","nitrification","equation_options","aed2","simN2O","aed2_nitrogen/simN2O","(integer)","0","1.0.0","1: ; 2:"
"498","nitrogen","water","nitrification","nitrification","aed2","Rn2o","aed2_nitrogen/Rn2o","?","0.05","1.0.0","reaction rate"
"499","nitrogen","water","nitrification","nitrification","pclake","kNitrW","parameters/kNitrW","d^-1","0.1","1.0.0","Nitrification_rate_constant_in_water"
"500","nitrogen","water","nitrification","nitrification","aed2","Rnitrif","aed2_nitrogen/Rnitrif","d-1","0.05","1.0.0","maximum reaction rate of nitrification @ 20C"
"501","nitrogen","water","nitrification","nitrification","aed2","Rnh4o2","aed2_nitrogen/Rnh4o2","?","1","1.0.0","reaction rate"
"502","nitrogen","water","nitrification","nitrification","aed2","Rno2o2","aed2_nitrogen/Rno2o2","?","1","1.0.0","reaction rate"
"503","nitrogen","water","nitrification","nitrification","aed2","theta_nitrif","aed2_nitrogen/theta_nitrif","-","1.07","1.0.0","Arrhenius temperature multiplier for nitrification"
"504","nitrogen","water","nitrification","nitrification","pclake","cThetaNitr","parameters/cThetaNitr","oC","1.08","1.0.0","Temperature_coefficient_of_nitrification"
"505","nitrogen","water","nitrification","nitrification","pclake","O2PerNH4","parameters/O2PerNH4","-","2","1.0.0","Mol_O2_used_per_mol_NH4+_nitrified"
"506","nitrogen","water","nitrification","nitrification","pclake","hO2Nitr","parameters/hO2Nitr","gO2*m^-3","2","1.0.0","Half-sat_O2_conc_for_nitrification_in_water"
"507","nitrogen","water","nitrification","nitrification","aed2","Knitrif","aed2_nitrogen/Knitrif","mmol m-3","15","1.0.0","saturation concentration for nitrification"
"508","macrophytes","sediment","growth","equation_options_growth","wet","fSedUptVegCoef","{group_name}/parameters/fSedUptVegCoef","-","2.66","1","lEmpUpt = .true.; sediment nutrient fraction sigma"
"509","macrophytes","sediment","growth","equation_options_growth","wet","fSedUptVegExp","{group_name}/parameters/fSedUptVegExp","-","-0.83","1","lEmpUpt = .true.; sediment nutrient fraction exp."
"510","macrophytes","sediment","growth","equation_options_growth","wet","fSedUptVegMax","{group_name}/parameters/fSedUptVegMax","-","0.5","1","lEmpUpt = .true.; max. sediment nutrient fraction"
"511","macrophytes","sediment","mortality","mineralization","wet","fTOMWMortVeg","{group_name}/parameters/fTOMWMortVeg","-","0.1","1","organic matter fraction of dead shoots"
"512","macrophytes","sediment","mortality","mineralization","wet","fVegDOMS","{group_name}/parameters/fVegDOMS","-","0","1","dissolved organic matter fraction of dead roots"
"513","nitrogen","water","water_atmosphere_exchange","n2o","aed2","atm_n2o","aed2_nitrogen/atm_n2o","?","3.20E-07","1.0.0","atmospheric concentration of n2o"
"514","nitrogen","water","water_atmosphere_exchange","n2o","aed2","n2o_piston_model","aed2_nitrogen/n2o_piston_model","(integer)","4","1.0.0","1: ; 2:"
"515","macrophytes","sediment","mortality","mineralization","wet","fVegDOMW","{group_name}/parameters/fVegDOMW","-","0","1","dissolved organic matter fraction of dead shoots"
"516","macrophytes","sediment","growth","phenology","wet","fWinVeg","{group_name}/parameters/fWinVeg","-","0.3","1","fraction surviving outside of growing season"
"517","nitrogen","water","water_sediment_exchange","diffusion","pclake","kNDifNO3","parameters/kNDifNO3","m^2*d^-1","8.60E-05","1.0.0","Mol_NO3_diffusion_constant"
"518","nitrogen","water","water_sediment_exchange","diffusion","pclake","kNDifNH4","parameters/kNDifNH4","m^2*d^-1","0.000112","1.0.0","Mol_NH4_diffusion_constant"
"519","nitrogen","water_marsh","initial_conditions","initial_ammonium","pclake","sNH4WM0","initialstates/sNH4WM0","gN*m^-2","","1.0.0","N_in_NH4_in_marsh_water"
"520","nitrogen","water_marsh","initial_conditions","initial_nitrate","pclake","sNO3WM0","initialstates/sNO3WM0","gN*m^-2","","1.0.0","N_in_NO3_in_marsh_water"
"521","nitrogen","water_marsh","initial_conditions","initial_nitrogen","pclake","uNTotM0","initialstates/uNTotM0","gN*m^-2","","1.0.0","Total_initial_N_in_the_marsh"
"522","nitrogen","water_marsh","initial_conditions","initial_pom","pclake","sNDetWM0","initialstates/sNDetWM0","gN*m^-2","","1.0.0","Detritus_N_in_marsh_water"
"523","oxygen","water","oxygen_consumption","BOD","wet","hO2BOD","humus/parameters/hO2BOD","mgO2/l","1","1","half saturation oxygen conc. for BOD"
"524","carbon","sediment","water_sediment_exchange","sediment_flux_dim","aed2","theta_sed_dic","aed2_carbon/theta_sed_dic","-","1.07","1.0.0","Arrhenius temperature multiplier for sediment dic flux"
"525","zoobenthos","sediment","grazing","grazing_rate","wet","hDFoodBent","{group_name}/parameters/hDFoodBent","g/m2","200","1","half-saturation food concentration"
"526","oxygen","sediment","water_sediment_exchange","diffusion","wet","cThetaDif","sediment_exchange/parameters/cThetaDif","1/e^*C","1.016","1","temperature coefficient for diffusion"
"527","oxygen","sediment","water_sediment_exchange","diffusion","wet","cTurbDifO2","abiotic_sediment/parameters/cTurbDifO2","-","5","1","bioturbation factor for oxygen diffusion"
"528","oxygen","sediment","water_sediment_exchange","diffusion","pclake","cTurbDifO2","parameters/cTurbDifO2","-","5","1.0.0","Bioturbation_factor_for_diffusion"
"529","oxygen","water","water_sediment_exchange","diffusion","pclake","kO2Dif","parameters/kO2Dif","m^2*d^-1","2.60E-05","1.0.0","Mol_O2_diffusion_constant"
"530","oxygen","sediment","water_sediment_exchange","diffusion","wet","kO2Dif","abiotic_sediment/parameters/kO2Dif","m2/d","0.00017","1","O2 diffusion constant at 20*C"
"531","oxygen","water","initial_conditions","inital_oxygen","pclake","sO2ExtTotT0","initialstates/sO2ExtTotT0","gO2*m^-2","","1.0.0","Total_amount_of_O2_moved_into_or_out_from_the_system"
"532","oxygen","water","initial_conditions","inital_oxygen","pclake","sO2WEpi0","initialstates/sO2WEpi0","gO2*m^-2","","1.0.0","Oxygen_in_epilimnion_lake_water"
"533","oxygen","water","initial_conditions","inital_oxygen","pclake","sO2WHyp0","initialstates/sO2WHyp0","gO2*m^-2","","1.0.0","Oxygen_in_hypolimnion_lake_water"
"534","oxygen","water","initial_conditions","inital_oxygen","pclake","uO2TotT0","initialstates/uO2TotT0","gO2*m^-2","","1.0.0","Total_initial_O2_in_the_marsh"
"535","oxygen","water","initial_conditions","inital_oxygen","pclake","uO2TotTHyp0","initialstates/uO2TotTHyp0","gO2*m^-2","","1.0.0","Total_initial_O2_in_the_marsh"
"536","oxygen","water_marsh","initial_conditions","inital_oxygen","pclake","sO2WM0","initialstates/sO2WM0","gO2*m^-2","","1.0.0","Oxygen_in_marsh_water"
"537","oxygen","water_marsh","initial_conditions","inital_oxygen","pclake","uO2TotM0","initialstates/uO2TotM0","gO2*m^-2","","1.0.0","Total_initial_Si_in_the_marsh"
"538","oxygen","water","initial_conditions","initial_oxygen","aed2","oxy_initial","aed2_oxygen/oxy_initial","mmol O2 m-3","225","1.0.0","-"
"539","oxygen","water","initial_conditions","initial_oxygen","selmaprotbas","o2","selmaprotbas/initialization/o2","mmol O2 m-3","225","1.0.0","-"
"540","oxygen","water","initial_conditions","initial_oxygen","wet","sO2W","abiotic_water/initialization/sO2W","g/m3","13","1","oxygen"
"541","oxygen","water","oxygen","max_oxygen","aed2","oxy_max","aed2_oxygen/oxy_max","mmol O2 m-3","500","1.0.0","-"
"542","oxygen","water","water_atmosphere_exchange","piston_velocity","selmaprotbas","pvel","selmaprotbas/parameters/pvel","m d-1","5","1.0.0","piston velocity"
"543","oxygen","water","water_atmosphere_exchange","reaeration_parameters","wet","cThetaAer","abiotic_water/parameters/cThetaAer","1/e^*C","1.011","1","temperature coefficient for reaeration"
"544","phytoplankton","water","vertical_movement","equation_options_vertical_movement","wet","fNutLimVMdown","{group_name}/parameters/fNutLimVMdown","-","0.675","1","qTrans > 3 or 4; threshold nut. limitation for downwards taxis"
"545","oxygen","water","water_atmosphere_exchange","reaeration_parameters","pclake","cAerLin","parameters/cAerLin","s*d^-1","-0.371","1.0.0","Coefficient_for_VWind_(is_negative)"
"546","oxygen","water","water_atmosphere_exchange","reaeration_parameters","pclake","kBlueSurfAer","parameters/kBlueSurfAer","m^2*gDW^-1","0.01","1.0.0","Reaeration_reduction_coeff_for_surface_blue"
"547","oxygen","water","water_atmosphere_exchange","reaeration_parameters","pclake","kFloatAer","parameters/kFloatAer","m^2*gDW^-1","0.01","1.0.0","Reaeration_reduction_coeff_for_floating_plant_biomass"
"548","macrophytes","sediment","growth","light_limitation","wet","hLRefVeg","{group_name}/parameters/hLRefVeg","W/m2","17","1","half-saturation PAR of macrophyte growth at 20*C"
"549","nitrogen","sediment","denitrification","denitrification","wet","hNO3DenitS","abiotic_sediment/parameters/hNO3DenitS","mgN/l","0.5","1","quadratic half-sat. NO3 conc. for denitrification"
"550","nitrogen","water","denitrification","denitrification","wet","hNO3DenitW","DOM/parameters/hNO3DenitW","mgN/l","1","1","quadratic half saturation NO3 conc. for denitrification"
"551","nitrogen","water","denitrification","denitrification","wet","hNO3DenitW","POM/parameters/hNO3DenitW","mgN/l","1","1","quadratic half saturation NO3 conc. for denitrification"
"552","nitrogen","water","denitrification","denitrification","wet","hNO3DenitW","humus/parameters/hNO3DenitW","mgN/l","1","1","quadratic half saturation NO3 conc. for denitrification"
"553","macrophytes","sediment","growth","oxygen_correction","wet","hO2BOD","{group_name}/parameters/hO2BOD","mgO2/l","1","1","half-saturation constant for oxygen conc. on BOD"
"554","oxygen","water","water_atmosphere_exchange","reaeration_parameters","pclake","cAerSquare","parameters/cAerSquare","s^2*m^-1*d^-1","0.0376","1.0.0","Coefficient_for_VWind^2"
"555","oxygen","water","water_atmosphere_exchange","reaeration_parameters","pclake","cAerRoot","parameters/cAerRoot","m^(1.5)*s^(0.5)*d^-1","0.727","1.0.0","Coefficient_for_VWind^05"
"556","oxygen","water","water_atmosphere_exchange","reaeration_parameters","pclake","cThetaAer","parameters/cThetaAer","1^[oC^-1]","1.024","1.0.0","Temperature_coeff_for_reaeration_(Downing_&_Truesdale_1955)"
"557","phytoplankton","water","vertical_movement","equation_options_vertical_movement","wet","fNutLimVMup","{group_name}/parameters/fNutLimVMup","-","0.75","1","qTrans > 2 or 4; threshold nut. limitation for upwards taxis"
"558","nitrogen","water","nitrification","nitrification","wet","hO2Nitr","abiotic_water/parameters/hO2Nitr","mgO2/l","2","1","half saturation oxygen conc. for nitrification"
"559","phytoplankton","water","vertical_movement","equation_options_vertical_movement","wet","qTrans","{group_name}/parameters/qTrans","-","0","1","Taxis method (1=const.; 2=Nut. taxis; 3=Light taxis; 4=N&L)"
"560","technical","","","","wet","hypsograph","abiotic_sediment/parameters/hypsograph","true or false"," true","1","indicate hypsograph presence/absence (true or false)"
"561","zoobenthos","sediment","grazing","grazing_rate","wet","kDAssBent","{group_name}/parameters/kDAssBent","1/d","0.1","1","maximum assimilation rate at 20*C"
"562","carbon","sediment","water_sediment_exchange","sediment_flux_dim","aed2","Ksed_dic","aed2_carbon/Ksed_dic","-","6.8","1.0.0","half-saturation concentration of dic sediment flux"
"563","carbon","sediment","water_sediment_exchange","sediment_flux_dim","aed2","Fsed_dic","aed2_carbon/Fsed_dic","-","100","1.0.0","Sediment-water flux for dic"
"564","carbon","sediment","water_sediment_exchange","sediment_flux_methane","aed2","theta_sed_ch4","aed2_carbon/theta_sed_ch4","-","1.07","1.0.0","Arrhenius temperature multiplier for sediment methane flux"
"565","carbon","sediment","water_sediment_exchange","sediment_flux_methane","aed2","Ksed_ch4","aed2_carbon/Ksed_ch4","-","30","1.0.0","half-saturation concentration of methane sediment flux"
"566","carbon","sediment","water_sediment_exchange","sediment_flux_methane","aed2","Fsed_ch4","aed2_carbon/Fsed_ch4","-","10","1.0.0","Sediment-water flux for methane"
"567","carbon","water","vertical_movement","sedimentation","selmaprotbas","wdz","selmaprotbas/parameters/wdz","m d-1","-4.5","1.0.0","vertical velocity of detritus (positive: upwards/floating;  negative: downwards/sinking)"
"568","phytoplankton","water","vertical_movement","vertical_velocity","selmaprotbas","buoy_temp_limit","{group_name}/parameters/buoy_temp_limit","degC","0","1.0.0","if temperature falls below this temperature;  vertical velocity is set to vert_vel_temp;  if buoyancy_regulation = true"
"569","phosphorus","sediment","burial","burial","selmaprotbas","pburialrate","selmaprotbas/parameters/pburialrate","d-1","0.007","1.0.0","phosphate burial rate"
"570","phosphorus","sediment","burial","burial","selmaprotbas","ipo4th","selmaprotbas/parameters/ipo4th","mmol P m-2","100","1.0.0","maximum phosphorus density available for burial"
"571","zoobenthos","sediment","respiration","respiration_rate","wet","kDRespBent","{group_name}/parameters/kDRespBent","1/d","0.005","1","respiration rate at 20*C"
"572","phosphorus","sediment","initial_conditions","initial_humus","pclake","sPHumS0","initialstates/sPHumS0","gP*m^-2","","1.0.0","Humus_P_in_lake_sediment"
"573","phosphorus","sediment","initial_conditions","initial_phosphate","pclake","sPO4S0","initialstates/sPO4S0","gP*m^-2","","1.0.0","P_in_PO4_in_lake_sediment_pore_water"
"574","phosphorus","sediment","initial_conditions","initial_phosphorus","selmaprotbas","fl_p","selmaprotbas/initialization/fl_p","mmol P m-2","2","1.0.0","initial phosphorus fluff (= active sediment)"
"575","phosphorus","sediment","initial_conditions","initial_phosphorus","selmaprotbas","pb","selmaprotbas/initialization/pb","mmol P m-2","0.03","1.0.0","initial phosphorus bound to iron in the sediment"
"576","phosphorus","sediment","initial_conditions","initial_pim","pclake","fPInorgS0","initialstates/fPInorgS0","gP*gDW^-1","5.00E-04","1.0.0","Initial_inorg_P_fraction_in_sed"
"577","phosphorus","sediment","initial_conditions","initial_pim","pclake","fPAdsS0","initialstates/fPAdsS0","-","0.99","1.0.0","Initial_adsorbed_fraction_of_inorg_P_in_sed"
"578","phosphorus","sediment","initial_conditions","initial_pim","pclake","sPAIMS0","initialstates/sPAIMS0","gP*m^-2","","1.0.0","P_adsorbed_onto_IM_in_lake_sediment"
"579","phosphorus","sediment","initial_conditions","initial_pom","pclake","sPDetS0","initialstates/sPDetS0","gP*m^-2","","1.0.0","Detritus_P_in_lake_sediment"
"580","phosphorus","sediment","initial_conditions","initial_tp","mylake","In.TPz.sed","In.TPz.sed","mg m-3","756732","1.0.0","Initial total P profile in the sediment compartments read from initial profiles file"
"581","macrophytes","sediment","respiration","respiration_rate","wet","kDRespVeg","{group_name}/parameters/kDRespVeg","1/d","0.02","1","dark respiration rate at 20*C"
"582","phosphorus","sediment","sediment_characteristics","sediment_composition","pclake","cPDSoilOM","parameters/cPDSoilOM","gP*gDW^-1","0.001","1.0.0","P/day_ratio_of_soil_organic_matter"
"583","phosphorus","sediment","water_sediment_exchange","adsorption","selmaprotbas","pliberationrate","selmaprotbas/parameters/pliberationrate","d-1","0.1","1.0.0","phosphate liberation rate;  anoxic sediments"
"584","phosphorus","sediment","water_sediment_exchange","adsorption","selmaprotbas","po4ret","selmaprotbas/parameters/po4ret","-","0.18","1.0.0","phosphate retention rate;  oxic sediments"
"585","zoobenthos","sediment","migration","migration_rate","wet","kMigrBent","{group_name}/parameters/kMigrBent","1/d","0.001","1","migration rate"
"586","phosphorus","sediment","water_sediment_exchange","resuspension","selmaprotbas","eroratepo4","selmaprotbas/parameters/eroratepo4","d-1","6","1.0.0","P-Fe erosion rate"
"587","phosphorus","sediment_marsh","initial_conditions","initial_humus","pclake","sPHumSM0","initialstates/sPHumSM0","gP*m^-2","","1.0.0","Humus_Pin_marsh_sediment"
"588","phosphorus","sediment_marsh","initial_conditions","initial_phosphate","pclake","sPO4SM0","initialstates/sPO4SM0","gP*m^-2","","1.0.0","P_in_PO4_in_marsh_sediment_pore_water"
